query	afdb	neighborhood_name	prediction	VFID	vf_category	VF_subcategory_high	gff	ANI_organism	genus	VF subcategory_low	pident	alntmscore	lddt	qcov
VFG047834(gb|WP_003016192)	AF-A0A0K2JQR5-F1-model_v4	WP_003034516.1!!!GCF_001870885.1_FAK_1!!!NZ_JRXS01000006.1!!!758775-788164	Type VI secretion system (T6SS)	VF0544	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001870885.1	Francisella tularensis	Francisella	 T6SS components	81.0	0.9538	0.9434	1.0
VFG002494(gb|WP_011204732)	AF-A0A132CEM7-F1-model_v4	WP_004549847.1!!!GCF_002887895.1_ASM288789v1!!!NZ_JAUO01000184.1!!!1-18366	Motility	VF0430	Motility	Flagella-mediated motility	GCF_002887895.1	Burkholderia pseudomallei	Burkholderia	 Flagella assembly	94.8	0.9215	0.99	1.0
VFG002494(gb|WP_011204732)	AF-A0A329C2P4-F1-model_v4	WP_059784537.1!!!GCF_031573925.1_ASM3157392v1!!!NZ_VJSC01000025.1!!!29286-44580	Motility	VF0430	Motility	Flagella-mediated motility	GCF_031573925.1	Burkholderia multivorans	Burkholderia	 Flagella assembly	80.7	0.9141	0.9408	1.0
VFG002494(gb|WP_011204732)	AF-A0A261RF57-F1-model_v4	WP_050823259.1!!!GCF_001332135.1_5601_5_11!!!NZ_CGFT01000204.1!!!1-6654	Motility	VF0430	Motility	Flagella-mediated motility	GCF_001332135.1	Bordetella pertussis	Bordetella	 Flagella assembly	65.1	0.9637	0.9455	0.964
VFG002494(gb|WP_011204732)	AF-A0A7Z6U9C4-F1-model_v4	WP_005616850.1!!!GCF_000145745.1_ASM14574v1!!!NZ_GL384718.1!!!60213-89556	Motility	VF0430	Motility	Flagella-mediated motility	GCF_000145745.1	Pseudomonas syringae	Pseudomonas	 Flagella assembly	55.6	0.9093	0.9389	0.968
VFG002494(gb|WP_011204732)	AF-A0A418XBF6-F1-model_v4	WP_021702599.1!!!GCF_019656535.1_ASM1965653v1!!!NZ_BPMO01000003.1!!!163976-150898	Motility	VF0430	Motility	Flagella-mediated motility	GCF_019656535.1	Aquipseudomonas alcaligenes	Aquipseudomonas	 Flagella assembly	55.8	0.943	0.9289	0.968
VFG002494(gb|WP_011204732)	AF-A0A098GFZ9-F1-model_v4	WP_045098827.1!!!GCF_013303035.1_ASM1330303v1!!!NZ_JABTVM010000016.1!!!57-23472	Motility	VF0430	Motility	Flagella-mediated motility	GCF_013303035.1	Legionella micdadei	Legionella	 Flagella assembly	52.6	0.9073	0.9392	0.968
VFG039211(gb|NP_820632)	AF-A0A078KXV0-F1-model_v4	WP_045100165.1!!!GCF_900102325.1_IMG-taxon_2596583693_annotated_assembly!!!NZ_FMVN01000018.1!!!28367-51139	Type IV secretion system (T4SS)	VF0503	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900102325.1	Legionella micdadei	Legionella	 Type IVB (T4BSS) components	59.7	0.992	0.9474	0.98
VFG039211(gb|NP_820632)	AF-A0A3A5L3I3-F1-model_v4	WP_058530439.1!!!GCF_001468125.1_ASM146812v1!!!NZ_LNYT01000004.1!!!25567-53705	Type IV secretion system (T4SS)	VF0503	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_001468125.1	Legionella rubrilucens	Legionella	 Type IVB (T4BSS) components	58.3	0.9921	0.9454	0.98
VFG039211(gb|NP_820632)	AF-A0A098G2X9-F1-model_v4	WP_058463926.1!!!GCF_900492715.1_L_h_138642!!!NZ_UFAL01000007.1!!!131493-160469	Type IV secretion system (T4SS)	VF0503	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900492715.1	Legionella sainthelensi	Legionella	 Type IVB (T4BSS) components	59.4	0.9923	0.9444	0.973
VFG039211(gb|NP_820632)	AF-A0A3S0XHF0-F1-model_v4	WP_126953347.1!!!GCF_003990115.1_ASM399011v1!!!NZ_RZGV01000023.1!!!206-21671	Type IV secretion system (T4SS)	VF0503	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_003990115.1	Legionella septentrionalis	Legionella	 Type IVB (T4BSS) components	58.7	0.9912	0.9405	0.973
VFG041252(gb|WP_010946221)	AF-A0A0W0ZZA5-F1-model_v4	WP_058517271.1!!!GCF_001736145.1_ASM173614v1!!!NZ_LSOG01000004.1!!!80620-107799	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_001736145.1	Legionella parisiensis	Legionella	 Type IVB (T4BSS) components	71.1	0.9883	0.9528	1.0
VFG041252(gb|WP_010946221)	AF-A0A7G4A3I6-F1-model_v4	WP_182350531.1!!!GCF_021282285.1_ASM2128228v1!!!NZ_JAJSPM010000010.1!!!27372-56987	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_021282285.1	Legionella resiliens	Legionella	 Type IVB (T4BSS) components	68.8	0.9854	0.9634	1.0
VFG041252(gb|WP_010946221)	AF-A0A317U3N4-F1-model_v4	WP_110142932.1!!!GCF_003990155.1_ASM399015v1!!!NZ_RZGX01000018.1!!!29370-58491	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_003990155.1	Legionella qingyii	Legionella	 Type IVB (T4BSS) components	72.2	0.9836	0.9561	1.0
VFG041252(gb|WP_010946221)	AF-A0A0W0ZIB0-F1-model_v4	WP_058510795.1!!!GCF_001897665.1_ASM189766v1!!!NZ_MKTO01000042.1!!!106511-135899	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_001897665.1	Legionella steelei	Legionella	 Type IVB (T4BSS) components	73.3	0.9767	0.9555	1.0
VFG041252(gb|WP_010946221)	AF-A0A377GCV7-F1-model_v4	WP_010654641.1!!!GCF_900450695.1_48903_A01!!!NZ_UGGT01000001.1!!!2954362-2983534	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900450695.1	Fluoribacter dumoffii	Fluoribacter	 Type IVB (T4BSS) components	70.0	0.9832	0.9527	1.0
VFG041252(gb|WP_010946221)	AF-A0A378KR38-F1-model_v4	WP_203109191.1!!!GCF_016786215.1_ASM1678621v1!!!NZ_JADOBG010000010.1!!!304098-333653	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_016786215.1	Legionella bononiensis	Legionella	 Type IVB (T4BSS) components	75.5	0.9703	0.9301	1.0
VFG041252(gb|WP_010946221)	AF-D3HL26-F1-model_v4	WP_027269657.1!!!GCF_900635835.1_34410_B02!!!NZ_LR134178.1!!!3180078-3210161	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900635835.1	Legionella sainthelensi	Legionella	 Type IVB (T4BSS) components	70.7	0.9689	0.9133	0.95
VFG041252(gb|WP_010946221)	AF-A0A0W0VB66-F1-model_v4	WP_058471126.1!!!GCF_001467765.1_ASM146776v1!!!NZ_LNYJ01000011.1!!!1483275-1496689	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_001467765.1	Legionella jordanis	Legionella	 Type IVB (T4BSS) components	55.3	0.9592	0.9036	0.994
VFG041252(gb|WP_010946221)	AF-A0A222P521-F1-model_v4	WP_094091758.1!!!GCF_002240035.1_ASM224003v1!!!NZ_CP016397.1!!!2704636-2719740	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_002240035.1	Legionella jamestowniensis	Legionella	 Type IVB (T4BSS) components	55.3	0.9613	0.922	0.994
VFG041252(gb|WP_010946221)	AF-A0A098GDR9-F1-model_v4	WP_045098596.1!!!GCF_013303035.1_ASM1330303v1!!!NZ_JABTVM010000013.1!!!21497-50043	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_013303035.1	Legionella micdadei	Legionella	 Type IVB (T4BSS) components	50.5	0.9664	0.9141	0.978
VFG041252(gb|WP_010946221)	AF-A0A3A5LIL2-F1-model_v4	WP_058530953.1!!!GCF_900640015.1_Leg_rubrilucens_WA-270A-C2.v1!!!NZ_CAAAIN010000001.1!!!125121-138777	Type IV secretion system (T4SS)	VF0156	Type IV secretion system (T4SS)	Type IV secretion system (T4SS)	GCF_900640015.1	Legionella rubrilucens	Legionella	 Type IVB (T4BSS) components	51.1	0.9621	0.9284	1.0
VFG002496(gb|WP_004525780)	AF-A0A7V8IK71-F1-model_v4	WP_180742580.1!!!GCF_013449375.1_ASM1344937v1!!!NZ_JACDRR010000011.1!!!68762-56880	Motility	VF0430	Motility	Flagella-mediated motility	GCF_013449375.1	Pectobacterium colocasium	Pectobacterium	 Flagella assembly	46.3	0.9532	0.8945	0.996
VFG002496(gb|WP_004525780)	AF-D4HZ04-F1-model_v4	WP_004159292.1!!!GCF_023184475.1_ASM2318447v1!!!NZ_JAJTMV010000005.1!!!42100-29409	Motility	VF0430	Motility	Flagella-mediated motility	GCF_023184475.1	Erwinia amylovora	Erwinia	 Flagella assembly	40.1	0.9751	0.9069	0.996
VFG002496(gb|WP_004525780)	AF-A0A2L2BEY3-F1-model_v4	WP_076226794.1!!!GCF_018619115.1_ASM1861911v1!!!NZ_JAFBBB010000004.1!!!404992-392729	Motility	VF0430	Motility	Flagella-mediated motility	GCF_018619115.1	Chromobacterium violaceum	Chromobacterium	 Flagella assembly	40.8	0.9659	0.8882	0.985
VFG002496(gb|WP_004525780)	AF-A0A379G2P0-F1-model_v4	WP_006657519.1!!!GCF_000527255.1_PalPAL2v1.0!!!NZ_JAKZ01000053.1!!!105819-135494	Motility	VF0430	Motility	Flagella-mediated motility	GCF_000527255.1	Providencia alcalifaciens	Providencia	 Flagella assembly	40.3	0.9583	0.8802	1.0
VFG002496(gb|WP_004525780)	AF-A0A7I6Q184-F1-model_v4	WP_412782050.1!!!GCF_047200755.1_ASM4720075v1!!!NZ_JBLADJ010000003.1!!!42209-55606	Motility	VF0430	Motility	Flagella-mediated motility	GCF_047200755.1	Aeromonas sanarellii	Aeromonas	 Flagella assembly	31.6	0.9431	0.8166	0.988
VFG002496(gb|WP_004525780)	AF-A0A2N3INZ9-F1-model_v4	WP_042061500.1!!!GCF_002586745.1_ASM258674v1!!!NZ_CP023817.1!!!3382464-3370245	Motility	VF0430	Motility	Flagella-mediated motility	GCF_002586745.1	Aeromonas sobria	Aeromonas	 Flagella assembly	32.1	0.9315	0.817	0.988
VFG050860(gb|WP_000301479.1)	AF-A0A6H2VIP1-F1-model_v4	YP_004995223.1!!!GCF_000191145.1_ASM19114v1!!!NC_016603.1!!!1003056-991550	Type II secretion system (T2SS)	VF1335	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_000191145.1	Acinetobacter pittii	Acinetobacter	 T2SS components	84.9	0.997	0.9854	1.0
VFG050860(gb|WP_000301479.1)	AF-A0A1I0T9S3-F1-model_v4	WP_305832615.1!!!GCF_030715205.1_ASM3071520v1!!!NZ_JAULRW010000001.1!!!553728-584431	Type II secretion system (T2SS)	VF1335	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_030715205.1	Metapseudomonas otitidis	Metapseudomonas	 T2SS components	31.4	0.9154	0.829	0.987
VFG050860(gb|WP_000301479.1)	AF-A0A5P1DVW7-F1-model_v4	WP_280286362.1!!!GCF_029871195.1_ASM2987119v1!!!NZ_SSOK01000069.1!!!1-26400	Type II secretion system (T2SS)	VF1335	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_029871195.1	Metapseudomonas resinovorans	Metapseudomonas	 T2SS components	33.2	0.9091	0.8269	0.987
VFG050860(gb|WP_000301479.1)	AF-A0A169VXJ7-F1-model_v4	WP_004183041.1!!!GCF_000406385.1_gkp47v01!!!NZ_AQQD01000114.1!!!48142-75935	Type II secretion system (T2SS)	VF1335	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_000406385.1	Klebsiella pneumoniae	Klebsiella	 T2SS components	26.2	0.9162	0.7862	0.987
VFG041103(gb|NP_459277)	AF-A0A132EN05-F1-model_v4	WP_174979552.1!!!GCF_017104825.1_ASM1710482v1!!!NZ_JAAGPO010000001.1!!!40272-68034	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_017104825.1	Burkholderia lata	Burkholderia	 T6SS components	68.9	0.992	0.9588	1.0
VFG041103(gb|NP_459277)	AF-A0A1B4SE23-F1-model_v4	WP_004533783.1!!!GCF_030297295.1_ASM3029729v1!!!NZ_AP028082.1!!!104883-131177	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030297295.1	Burkholderia pseudomallei	Burkholderia	 T6SS components	63.9	0.9893	0.9544	0.981
VFG041103(gb|NP_459277)	AF-A0A132CB12-F1-model_v4	WP_004188308.1!!!GCF_002115385.1_ASM211538v1!!!NZ_NBVM01000003.1!!!2275725-2304412	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002115385.1	Burkholderia pseudomallei	Burkholderia	 T6SS components	66.4	0.9829	0.9369	1.0
VFG041103(gb|NP_459277)	AF-A0A0J8YB88-F1-model_v4	WP_062789732.1!!!GCF_001590925.1_ASM159092v1!!!NZ_BCTU01000033.1!!!1-25014	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001590925.1	Serratia plymuthica	Serratia	 T6SS components	54.0	0.9873	0.9511	1.0
VFG041103(gb|NP_459277)	AF-A0A482PNG4-F1-model_v4	WP_006178497.1!!!GCF_034929025.1_ASM3492902v1!!!NZ_JAYFUS010000022.1!!!1-25500	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_034929025.1	Enterobacter cloacae	Enterobacter	 T6SS components	53.4	0.9864	0.9431	1.0
VFG041103(gb|NP_459277)	AF-A0A4Z0KB36-F1-model_v4	WP_000312802.1!!!GCF_033613815.1_ASM3361381v1!!!NZ_CP138307.1!!!618226-646260	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_033613815.1	Salmonella enterica	Salmonella	 T6SS components	93.7	0.9777	0.8628	0.901
VFG041103(gb|NP_459277)	AF-A0A3G7ERE7-F1-model_v4	WP_009044340.1!!!GCF_024610635.1_ASM2461063v1!!!NZ_CP102374.1!!!7147350-7174354	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_024610635.1	Pseudomonas chlororaphis	Pseudomonas	 T6SS components	41.1	0.961	0.8997	1.0
VFG041103(gb|NP_459277)	AF-A0A2K1Q526-F1-model_v4	WP_250651736.1!!!GCF_023650435.1_ASM2365043v1!!!NZ_CP097983.1!!!700821-730678	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_023650435.1	Pantoea alhagi	Pantoea	 T6SS components	37.8	0.964	0.9001	1.0
VFG041103(gb|NP_459277)	AF-A0A087L743-F1-model_v4	WP_049614375.1!!!GCF_001152565.1_4821_6_12!!!NZ_CQAZ01000035.1!!!17510-45300	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001152565.1	Yersinia intermedia	Yersinia	 T6SS components	34.9	0.955	0.906	0.994
VFG041103(gb|NP_459277)	AF-A0A501SGV1-F1-model_v4	WP_143990668.1!!!GCF_007558755.1_ASM755875v1!!!NZ_VLTF01000002.1!!!773807-803039	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_007558755.1	Pantoea pleuroti	Pantoea	 T6SS components	37.2	0.9697	0.907	1.0
VFG041103(gb|NP_459277)	AF-A0A1I4Z0Z1-F1-model_v4	WP_004159899.1!!!GCF_012980825.1_ASM1298082v1!!!NZ_CP050244.1!!!632599-661238	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_012980825.1	Erwinia amylovora	Erwinia	 T6SS components	37.8	0.9674	0.8982	1.0
VFG041103(gb|NP_459277)	AF-A0A1W5DLA4-F1-model_v4	WP_004934962.1!!!GCF_000342205.1_SerMar_1.0!!!NZ_AORJ01000058.1!!!93748-122357	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000342205.1	Serratia marcescens	Serratia	 T6SS components	37.2	0.9689	0.9039	1.0
VFG041103(gb|NP_459277)	AF-A0A4P2M6S9-F1-model_v4	WP_003245004.1!!!GCF_024205225.1_ASM2420522v1!!!NZ_CP100553.1!!!2617204-2645689	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_024205225.1	Ectopseudomonas hydrolytica	Ectopseudomonas	 T6SS components	41.1	0.9576	0.8994	1.0
VFG041103(gb|NP_459277)	AF-A0A550EIC6-F1-model_v4	WP_061238833.1!!!GCF_033842905.1_ASM3384290v1!!!NZ_JAWXXP010000001.1!!!2917752-2945807	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_033842905.1	Ectopseudomonas alcaliphila	Ectopseudomonas	 T6SS components	44.1	0.9581	0.9018	1.0
VFG041103(gb|NP_459277)	AF-A0A368AN49-F1-model_v4	WP_023632508.1!!!GCF_002934345.1_ASM293434v1!!!NZ_CP026386.1!!!3370322-3399905	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_002934345.1	Pseudomonas soli	Pseudomonas	 T6SS components	44.7	0.9515	0.892	1.0
VFG041103(gb|NP_459277)	AF-A0A1E9KJF9-F1-model_v4	WP_003761730.1!!!GCF_963393025.1_M-038!!!NZ_CAUJON010000023.1!!!4379-24568	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_963393025.1	Neisseria polysaccharea	Neisseria	 T6SS components	31.6	0.9718	0.9035	1.0
VFG041103(gb|NP_459277)	AF-A0A0W0J2Z2-F1-model_v4	WP_024672783.1!!!GCF_021609345.1_ASM2160934v1!!!NZ_WJZW01000053.1!!!409-17434	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_021609345.1	Pseudomonas syringae group genomosp. 3	Pseudomonas	 T6SS components	41.1	0.9518	0.8914	1.0
VFG041103(gb|NP_459277)	AF-A0A228PFX7-F1-model_v4	WP_004190698.1!!!GCF_001279175.1_BGE!!!NZ_KQ440313.1!!!953749-981486	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_001279175.1	Burkholderia mallei	Burkholderia	 T6SS components	30.6	0.9658	0.8873	1.0
VFG041103(gb|NP_459277)	AF-A0A0M9GFW7-F1-model_v4	WP_003213345.1!!!GCF_016650855.1_ASM1665085v1!!!NZ_JAEKFA010000002.1!!!5346579-5373889	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_016650855.1	Pseudomonas yamanorum	Pseudomonas	 T6SS components	41.7	0.9509	0.8861	1.0
VFG041103(gb|NP_459277)	AF-A0A6I6W2N9-F1-model_v4	WP_005792512.1!!!GCF_030816095.1_ASM3081609v1!!!NZ_JAUSXP010000001.1!!!6428634-6457046	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030816095.1	Pseudomonas salomonii	Pseudomonas	 T6SS components	41.1	0.9509	0.8861	1.0
VFG041103(gb|NP_459277)	AF-A0A1D9LK61-F1-model_v4	WP_011137524.1!!!GCF_900460965.1_35377_E01!!!NZ_UIGR01000003.1!!!434147-464340	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_900460965.1	Chromobacterium violaceum	Chromobacterium	 T6SS components	35.3	0.969	0.9281	1.0
VFG041103(gb|NP_459277)	AF-A0A0J6N9L8-F1-model_v4	WP_114061603.1!!!GCF_003325495.1_ASM332549v1!!!NZ_CP029554.1!!!3558953-3589186	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_003325495.1	Chromobacterium phragmitis	Chromobacterium	 T6SS components	33.5	0.9613	0.9147	1.0
VFG041103(gb|NP_459277)	AF-A0A6C6YMA3-F1-model_v4	WP_004196178.1!!!GCF_000565385.1_BMstrain6!!!NZ_AWGO01000025.1!!!44038-59889	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000565385.1	Burkholderia mallei	Burkholderia	 T6SS components	33.1	0.9314	0.8718	1.0
VFG041103(gb|NP_459277)	AF-A0A3M2W1J3-F1-model_v4	WP_005730234.1!!!GCF_018394375.1_ASM1839437v1!!!NZ_CP074578.1!!!5465128-5494199	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_018394375.1	Pseudomonas syringae	Pseudomonas	 T6SS components	35.6	0.9264	0.8852	1.0
VFG041103(gb|NP_459277)	AF-A0A0V9JXB1-F1-model_v4	WP_042288398.1!!!GCF_026719175.1_ASM2671917v1!!!NZ_JAPPSU010000002.1!!!90114-119136	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_026719175.1	Citrobacter sedlakii	Citrobacter	 T6SS components	32.5	0.9408	0.8686	0.981
VFG041103(gb|NP_459277)	AF-A0A8B2T5B1-F1-model_v4	WP_064342102.1!!!GCF_030343875.1_ASM3034387v1!!!NZ_JATAVM010000015.1!!!70496-94817	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_030343875.1	Klebsiella grimontii	Klebsiella	 T6SS components	29.3	0.9374	0.8507	0.981
VFG041103(gb|NP_459277)	AF-A0A1W9F473-F1-model_v4	WP_112347641.1!!!GCF_946227095.1_26968_7_75!!!NZ_CAMISV010000006.1!!!17225-47192	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_946227095.1	Serratia proteamaculans	Serratia	 T6SS components	34.3	0.9447	0.8631	0.957
VFG041103(gb|NP_459277)	AF-A0A2A2EAW7-F1-model_v4	WP_207265213.1!!!GCF_017350295.1_ASM1735029v1!!!NZ_JACNBA010000001.1!!!2864476-2893178	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_017350295.1	Pseudomonas izuensis	Pseudomonas	 T6SS components	26.5	0.9445	0.8671	0.994
VFG041103(gb|NP_459277)	AF-A0A5U3DS13-F1-model_v4	WP_000338743.1!!!GCF_000252995.1_ASM25299v1!!!NC_015761.1!!!1344874-1374712	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000252995.1	Salmonella bongori	Salmonella	 T6SS components	31.0	0.9402	0.8671	0.969
VFG041103(gb|NP_459277)	AF-A0A0T9NG75-F1-model_v4	WP_241916248.1!!!GCF_022637335.1_ASM2263733v1!!!NZ_CP093322.1!!!1574612-1604993	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_022637335.1	Yersinia intermedia	Yersinia	 T6SS components	31.7	0.9453	0.8768	1.0
VFG041103(gb|NP_459277)	AF-A0A2A4CEA2-F1-model_v4	WP_006477093.1!!!GCF_024704855.1_ASM2470485v1!!!NZ_QOBB01000118.1!!!206-21963	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_024704855.1	Burkholderia cepacia	Burkholderia	 T6SS components	23.4	0.9278	0.8707	0.994
VFG041103(gb|NP_459277)	AF-A0A1B4FYF9-F1-model_v4	WP_010106777.1!!!GCF_000755985.1_ASM75598v1!!!NZ_CP008726.1!!!3160538-3188210	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_000755985.1	Burkholderia oklahomensis	Burkholderia	 T6SS components	26.5	0.9244	0.8637	0.994
VFG041103(gb|NP_459277)	AF-A2WD45-F1-model_v4	WP_004527837.1!!!GCF_900591375.1_10209_8_21!!!NZ_UUQK01000011.1!!!102507-132325	Type VI secretion system (T6SS)	VF0974	Type VI secretion system (T6SS)	Type VI secretion system (T6SS)	GCF_900591375.1	Burkholderia pseudomallei	Burkholderia	 T6SS components	25.9	0.9047	0.8472	0.994
VFG020326(gb|WP_000281950)	AF-A0A4Y9WQL1-F1-model_v4	WP_096836059.1!!!GCF_024585025.1_ASM2458502v1!!!NZ_CP076274.1!!!1117525-1106902	Exotoxin	VF0407	Exotoxin	Intracellularly active toxin	GCF_024585025.1	Escherichia coli	Escherichia	 ADP-ribosyltransferase (ADPRT)	37.5	0.9082	0.9057	0.934
VFG007043(gb|WP_000817146)	AF-D0IEC5-F1-model_v4	WP_217010673.1!!!GCF_963894165.1_ena-yuan-GCF_019048845.1!!!NZ_CAWQFV010000002.1!!!166158-194621	Type II secretion system (T2SS)	VF0613	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_963894165.1	Vibrio mimicus	Vibrio	 T2SS components	82.9	0.9727	0.9873	1.0
VFG007043(gb|WP_000817146)	AF-A0A2J9UZC4-F1-model_v4	WP_000816513.1!!!GCF_963861235.1_ena-yuan-GCF_000222145.1!!!NZ_CAWLIQ010000006.1!!!15995-44925	Type II secretion system (T2SS)	VF0613	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_963861235.1	Vibrio mimicus	Vibrio	 T2SS components	82.1	0.9834	0.9893	1.0
VFG007043(gb|WP_000817146)	AF-A0A0Q0PU23-F1-model_v4	WP_095475718.1!!!GCF_002284025.1_ASM228402v1!!!NZ_NMSO01000003.1!!!16332-45947	Type II secretion system (T2SS)	VF0613	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_002284025.1	Vibrio metoecus	Vibrio	 T2SS components	81.3	0.9731	0.9833	1.0
VFG007043(gb|WP_000817146)	AF-A0A8A5WM81-F1-model_v4	WP_055453008.1!!!GCF_009763465.1_ASM976346v1!!!NZ_CP046767.1!!!2279466-2308967	Type II secretion system (T2SS)	VF0613	Type II secretion system (T2SS)	Type II secretion system (T2SS)	GCF_009763465.1	Vibrio fluvialis	Vibrio	 T2SS components	50.7	0.9747	0.9682	1.0
